T=2.26900e+00  B=0.00000e+00  ns=262144  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.40736e+00  -3.73665e-01
-1.40891e+00  -3.71040e-01
-1.40723e+00  -3.75984e-01
-1.40544e+00  -3.80623e-01
-1.40991e+00  -3.70430e-01
-1.40944e+00  -3.64586e-01
-1.41302e+00  -3.55743e-01
-1.40939e+00  -3.64159e-01
-1.41371e+00  -3.67058e-01
-1.40825e+00  -3.72871e-01
-1.41586e+00  -3.81493e-01
-1.41689e+00  -3.96477e-01
-1.41942e+00  -4.10263e-01
-1.40738e+00  -3.89587e-01
-1.41629e+00  -4.05663e-01
-1.41151e+00  -4.05403e-01
-1.41182e+00  -4.00856e-01
-1.40555e+00  -4.12338e-01
-1.41028e+00  -4.10378e-01
-1.41432e+00  -4.00391e-01
-1.41829e+00  -4.07524e-01
-1.40521e+00  -4.12949e-01
-1.41441e+00  -4.29337e-01
-1.41774e+00  -4.21494e-01
-1.42110e+00  -4.14238e-01
-1.41528e+00  -4.06181e-01
-1.40845e+00  -3.85719e-01
-1.41530e+00  -3.86681e-01
-1.41374e+00  -3.96515e-01
-1.41306e+00  -4.10423e-01
-1.40843e+00  -4.13643e-01
-1.41472e+00  -4.20296e-01
-1.41240e+00  -4.19418e-01
-1.41557e+00  -4.22119e-01
-1.41910e+00  -4.12796e-01
-1.41078e+00  -4.13017e-01
-1.41849e+00  -4.13071e-01
-1.41451e+00  -4.10202e-01
-1.42125e+00  -4.06471e-01
-1.41373e+00  -4.05937e-01
-1.41559e+00  -4.10583e-01
-1.42026e+00  -4.22058e-01
-1.42245e+00  -4.26796e-01
-1.41408e+00  -4.40498e-01
-1.42088e+00  -4.38255e-01
-1.42856e+00  -4.41032e-01
-1.42317e+00  -4.30771e-01
-1.41785e+00  -4.35364e-01
-1.42001e+00  -4.33937e-01
-1.41032e+00  -4.22195e-01
-1.41866e+00  -4.20090e-01
-1.41476e+00  -4.20166e-01
-1.41100e+00  -4.10255e-01
-1.41721e+00  -4.11858e-01
-1.41072e+00  -3.99033e-01
-1.41011e+00  -4.12048e-01
-1.41547e+00  -3.96759e-01
-1.41988e+00  -4.06403e-01
-1.42482e+00  -4.09523e-01
-1.42162e+00  -4.20799e-01
-1.41606e+00  -4.13139e-01
-1.41020e+00  -4.14963e-01
-1.41791e+00  -4.17450e-01
-1.41931e+00  -4.29169e-01
-1.41539e+00  -4.37737e-01
-1.40851e+00  -4.38980e-01
-1.41937e+00  -4.49883e-01
-1.42407e+00  -4.50089e-01
-1.41173e+00  -4.52080e-01
-1.42514e+00  -4.61044e-01
-1.42319e+00  -4.58740e-01
-1.42142e+00  -4.54544e-01
-1.41573e+00  -4.55482e-01
-1.42690e+00  -4.53392e-01
-1.40988e+00  -4.47174e-01
-1.41632e+00  -4.54689e-01
-1.41103e+00  -4.47754e-01
-1.41345e+00  -4.52583e-01
-1.41084e+00  -4.38293e-01
-1.41966e+00  -4.47975e-01
-1.41400e+00  -4.50745e-01
-1.41350e+00  -4.49394e-01
-1.41342e+00  -4.51027e-01
-1.42293e+00  -4.49707e-01
-1.42087e+00  -4.49005e-01
-1.42426e+00  -4.46976e-01
-1.41864e+00  -4.42108e-01
-1.42091e+00  -4.45251e-01
-1.41005e+00  -4.49028e-01
-1.40878e+00  -4.44931e-01
-1.41475e+00  -4.41025e-01
-1.41412e+00  -4.42642e-01
-1.41542e+00  -4.36577e-01
