T=2.26900e+00  B=0.00000e+00  Ns=40000  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.38250e+00  -4.05000e-03
-1.39160e+00  -1.07500e-02
-1.38630e+00  -7.75000e-03
-1.40340e+00  6.75000e-03
-1.38500e+00  -1.90000e-03
-1.36910e+00  2.85500e-02
-1.37960e+00  4.15000e-03
-1.40580e+00  3.64500e-02
-1.39630e+00  2.59500e-02
-1.38620e+00  4.77500e-02
-1.40850e+00  6.94000e-02
-1.40690e+00  6.82500e-02
-1.41470e+00  6.44500e-02
-1.40440e+00  4.94000e-02
-1.40170e+00  4.22000e-02
-1.38580e+00  6.79000e-02
-1.40400e+00  1.10150e-01
-1.39850e+00  9.27500e-02
-1.39200e+00  6.84500e-02
-1.41620e+00  8.44500e-02
-1.41240e+00  7.60500e-02
-1.39830e+00  9.64000e-02
-1.39350e+00  9.79000e-02
-1.38140e+00  1.27700e-01
-1.40360e+00  1.41050e-01
-1.41090e+00  1.49200e-01
-1.37620e+00  1.82600e-01
-1.39120e+00  1.66450e-01
-1.41290e+00  1.65500e-01
-1.40350e+00  1.77400e-01
-1.42020e+00  2.12850e-01
-1.40930e+00  1.75650e-01
-1.38470e+00  1.92200e-01
-1.38970e+00  1.58500e-01
-1.36680e+00  2.06400e-01
-1.39100e+00  2.41150e-01
-1.36000e+00  2.64350e-01
-1.38060e+00  2.93050e-01
-1.36180e+00  2.96850e-01
-1.38780e+00  3.15900e-01
-1.40250e+00  3.65600e-01
-1.38510e+00  3.75500e-01
-1.39140e+00  4.11400e-01
-1.40640e+00  4.52400e-01
-1.41040e+00  4.54350e-01
-1.38890e+00  4.71550e-01
-1.40980e+00  4.62400e-01
-1.39920e+00  4.50500e-01
-1.42700e+00  4.69050e-01
-1.38410e+00  4.27050e-01
-1.39770e+00  4.18900e-01
-1.39220e+00  4.33750e-01
-1.38540e+00  4.02300e-01
-1.40950e+00  4.76400e-01
-1.40400e+00  4.61250e-01
-1.40830e+00  4.69000e-01
-1.40930e+00  4.93600e-01
-1.41290e+00  4.77500e-01
-1.42260e+00  5.16200e-01
-1.41690e+00  5.21750e-01
-1.42410e+00  5.25900e-01
-1.41810e+00  5.07150e-01
-1.41460e+00  5.27300e-01
-1.40860e+00  4.89450e-01
-1.41100e+00  4.72250e-01
-1.41150e+00  4.53900e-01
-1.42460e+00  4.81850e-01
-1.42500e+00  4.67400e-01
-1.41420e+00  4.58950e-01
-1.40480e+00  4.54050e-01
-1.39450e+00  4.59450e-01
-1.39690e+00  4.60150e-01
-1.42850e+00  4.37800e-01
-1.40100e+00  4.08150e-01
-1.40470e+00  3.86550e-01
-1.39950e+00  3.55650e-01
-1.39210e+00  3.44600e-01
-1.39260e+00  3.58900e-01
-1.40290e+00  3.90250e-01
-1.40910e+00  3.56950e-01
-1.40010e+00  3.75500e-01
-1.39740e+00  3.45350e-01
-1.38070e+00  2.98450e-01
-1.40570e+00  3.01000e-01
